  r          R           theta    pr             pR         pt
 3.448787  3.901737  1.570998  -150.676578  -32.750360  0.000000  -1290.495400  
 3.547076  3.876466  1.557696  68.845248  -34.745728  0.000000  -1290.495400  
 2.705443  3.777881  1.638518  -459.664924  30.677808  0.000000  -1290.495400  
 2.416207  3.820842  1.655730  -280.665019  28.551284  0.000000  -1290.495400  
 3.525917  3.860549  1.587947  -91.500298  35.669795  0.000000  -1290.495400  
 2.550964  3.717675  1.650540  437.674857  15.728177  0.000000  -1290.495400  
 3.376076  3.950209  1.542596  -194.547686  26.219542  0.000000  -1290.495400  
 3.311534  3.908523  1.497315  -229.493544  27.667145  0.000000  -1290.495400  
 3.061006  3.969493  1.548166  -348.569451  -23.103832  0.000000  -1290.495400  
 3.503711  3.898535  1.557055  -110.999082  32.911491  0.000000  -1290.495400  
 3.502484  3.891160  1.639393  111.995997  -29.706613  0.000000  -1290.495400  
 3.316586  4.020109  1.539390  -226.848618  6.526580  0.000000  -1290.495400  
 2.699853  3.721645  1.535235  -460.150557  31.395939  0.000000  -1290.495400  
 2.991114  3.943167  1.583868  377.885915  27.692830  0.000000  -1290.495400  
 3.387594  3.656999  1.576401  187.992009  19.966740  0.000000  -1290.495400  
 2.742656  3.660587  1.599339  -454.816750  -17.851715  0.000000  -1290.495400  
 3.540135  3.896005  1.518227  -76.925607  -31.063137  0.000000  -1290.495400  
 3.498280  3.862008  1.488905  -115.360552  29.119841  0.000000  -1290.495400  
 3.426165  3.861516  1.579335  -165.051056  35.808854  0.000000  -1290.495400  
 3.299462  3.891213  1.559501  235.760502  -33.614627  0.000000  -1290.495400  
 3.497725  3.962446  1.607090  115.798645  -23.848158  0.000000  -1290.495400  
 3.512098  4.009613  1.527000  103.985322  11.225272  0.000000  -1290.495400  
 3.524711  3.687514  1.612687  -92.645220  23.548997  0.000000  -1290.495400  
 2.390683  3.993430  1.635809  -201.313101  14.730948  0.000000  -1290.495400  
 3.562823  3.658899  1.601151  46.008689  16.502344  0.000000  -1290.495400  
 2.423098  3.796688  1.526743  296.602162  35.341211  0.000000  -1290.495400  
 3.109451  3.837870  1.603420  327.156852  35.962764  0.000000  -1290.495400  
 3.501002  3.922989  1.613460  113.190705  -29.140254  0.000000  -1290.495400  
 3.497457  3.681939  1.605298  -116.009823  23.882335  0.000000  -1290.495400  
 3.475698  3.703517  1.541392  -132.306517  -29.553313  0.000000  -1290.495400  
 2.969702  3.831317  1.650353  386.422839  29.970271  0.000000  -1290.495400  
 3.300779  3.728469  1.635213  -235.080094  -25.776158  0.000000  -1290.495400  
 2.519597  3.894483  1.511609  419.526128  -30.547536  0.000000  -1290.495400  
 2.929887  3.952347  1.497033  -401.625813  22.376518  0.000000  -1290.495400  
 2.741575  3.668472  1.534157  -454.994263  -18.762974  0.000000  -1290.495400  
 3.121311  3.971533  1.560700  321.795243  -22.981366  0.000000  -1290.495400  
 3.160052  3.716440  1.592141  -303.972580  32.411178  0.000000  -1290.495400  
 3.575009  3.822787  1.633164  11.551794  33.076659  0.000000  -1290.495400  
 3.505928  3.683320  1.531009  109.179946  -22.941180  0.000000  -1290.495400  
 3.052045  3.819031  1.531008  352.438960  35.823605  0.000000  -1290.495400  
 2.406905  3.681455  1.583759  -256.156789  -26.954752  0.000000  -1290.495400  
 2.834878  3.813173  1.528558  -433.311298  -35.634973  0.000000  -1290.495400  
 2.801718  3.783855  1.532042  442.341165  35.639945  0.000000  -1290.495400  
 3.391971  3.769115  1.507285  -185.469616  30.992916  0.000000  -1290.495400  
 3.485635  3.931309  1.531161  125.058730  -28.318331  0.000000  -1290.495400  
 2.864140  3.741495  1.544121  -424.372348  -34.554051  0.000000  -1290.495400  
 2.787682  3.800643  1.652272  445.760570  28.638925  0.000000  -1290.495400  
 3.461974  3.766529  1.512973  -141.877352  31.986579  0.000000  -1290.495400  
 3.488321  3.720916  1.615818  123.046791  -29.629148  0.000000  -1290.495400  
 3.554281  3.716584  1.654571  59.424114  -11.834590  0.000000  -1290.495400  
 3.099649  3.886445  1.503484  -331.553544  -30.198592  0.000000  -1290.495400  
 3.221075  3.970556  1.571856  274.949643  23.236702  0.000000  -1290.495400  
 3.570959  3.659310  1.536792  -28.075631  15.415035  0.000000  -1290.495400  
 3.405062  3.876509  1.604234  -177.809709  -33.945436  0.000000  -1290.495400  
 3.545395  3.928682  1.635356  70.878870  26.635546  0.000000  -1290.495400  
 2.586039  3.683229  1.509471  -450.897505  13.235625  0.000000  -1290.495400  
 2.374541  3.724984  1.636404  112.551803  -24.708971  0.000000  -1290.495400  
 2.666712  3.789128  1.544187  -461.519855  36.807703  0.000000  -1290.495400  
 3.377822  3.685592  1.603250  -193.561810  25.290797  0.000000  -1290.495400  
 3.034325  3.965510  1.564965  360.000054  24.160605  0.000000  -1290.495400  
 3.017158  4.011692  1.629623  367.204098  8.436848  0.000000  -1290.495400  
 3.568683  4.003279  1.650521  34.030978  -8.703351  0.000000  -1290.495400  
 3.119224  3.789462  1.596056  322.741789  -36.902272  0.000000  -1290.495400  
 2.827651  3.804435  1.655954  435.385183  27.824972  0.000000  -1290.495400  
 2.678180  3.937860  1.637634  461.354458  25.247734  0.000000  -1290.495400  
 3.490108  3.930122  1.572768  -121.694522  -29.578089  0.000000  -1290.495400  
 3.251938  3.898997  1.621966  259.802137  30.931131  0.000000  -1290.495400  
 3.510853  3.752523  1.600311  105.050260  35.108774  0.000000  -1290.495400  
 3.499373  3.727723  1.514234  114.492964  27.974313  0.000000  -1290.495400  
 3.520520  3.968192  1.529336  96.535164  -22.523720  0.000000  -1290.495400  
 3.519238  3.694673  1.517726  -97.699591  -21.969307  0.000000  -1290.495400  
 3.549372  3.935286  1.645187  -65.977778  -24.684926  0.000000  -1290.495400  
 3.235670  3.778756  1.638151  -267.828239  -30.819960  0.000000  -1290.495400  
 3.551770  3.865008  1.528308  62.854631  34.051336  0.000000  -1290.495400  
 3.575468  3.768951  1.649101  -7.718494  -27.034004  0.000000  -1290.495400  
 2.551039  3.725661  1.511711  437.710354  26.935582  0.000000  -1290.495400  
 3.539553  3.729539  1.608687  -77.569629  32.024831  0.000000  -1290.495400  
 3.538315  3.665134  1.541697  78.921806  19.624483  0.000000  -1290.495400  
 3.277915  4.002504  1.544077  -246.777807  14.914572  0.000000  -1290.495400  
 3.270246  3.848619  1.570357  250.651088  -36.559833  0.000000  -1290.495400  
 2.413589  3.854140  1.580511  274.147692  -36.198930  0.000000  -1290.495400  
 3.488153  3.806042  1.505767  -123.173784  32.461872  0.000000  -1290.495400  
 3.516247  4.003291  1.540727  100.371436  -14.503723  0.000000  -1290.495400  
 2.560699  3.965821  1.547202  442.011455  23.759392  0.000000  -1290.495400  
 2.502013  3.961126  1.485758  -406.028344  19.333188  0.000000  -1290.495400  
 3.219546  3.869855  1.524487  275.691163  -33.461865  0.000000  -1290.495400  
 2.924619  3.879834  1.488774  -403.564677  -28.373670  0.000000  -1290.495400  
 3.174797  3.741192  1.648692  297.067214  -23.087606  0.000000  -1290.495400  
 3.007305  3.734325  1.569898  371.281595  35.185633  0.000000  -1290.495400  
 3.530048  3.861936  1.542148  87.483199  35.120322  0.000000  -1290.495400  
 3.533572  3.870554  1.581132  -83.926048  35.211138  0.000000  -1290.495400  
 2.830210  3.897567  1.572163  -434.657222  -33.143757  0.000000  -1290.495400  
 2.662450  3.901428  1.593537  461.491659  -32.388686  0.000000  -1290.495400  
 3.466418  3.698299  1.584718  -138.828462  -30.279863  0.000000  -1290.495400  
 2.473749  3.979307  1.521766  377.855600  19.776059  0.000000  -1290.495400  
 2.878427  3.895354  1.508991  419.719305  30.198253  0.000000  -1290.495400  
 2.633046  3.779230  1.490626  459.842502  -27.478505  0.000000  -1290.495400  
 3.307812  3.717158  1.560125  -231.433341  33.201112  0.000000  -1290.495400  
 2.910745  3.808079  1.551411  -408.581279  37.292342  0.000000  -1290.495400  
 3.369546  3.958685  1.545751  -198.214450  -24.964987  0.000000  -1290.495400  
 2.391337  3.851160  1.655683  203.946898  -28.754002  0.000000  -1290.495400  
 3.549660  3.972761  1.632917  65.609752  -20.038479  0.000000  -1290.495400  
 3.526469  4.015588  1.543424  -90.972218  -9.633003  0.000000  -1290.495400  
 2.873794  3.661100  1.534921  421.247773  15.627598  0.000000  -1290.495400  
 2.829501  3.647040  1.568648  434.859673  -15.351811  0.000000  -1290.495400  
 3.498046  3.962418  1.584683  -115.545551  24.610036  0.000000  -1290.495400  
 3.356004  3.679118  1.630662  205.712783  -11.887699  0.000000  -1290.495400  
 3.473992  3.925166  1.557295  -133.522499  -30.071275  0.000000  -1290.495400  
 3.530973  3.875371  1.649842  -86.561586  -29.109226  0.000000  -1290.495400  
 3.010882  3.892509  1.555111  -369.806379  33.409893  0.000000  -1290.495400  
 2.781059  3.850557  1.556325  447.282416  36.273629  0.000000  -1290.495400  
 2.391877  3.811131  1.522160  206.083254  34.938913  0.000000  -1290.495400  
 2.673325  3.756033  1.610358  461.466467  34.214761  0.000000  -1290.495400  
 3.387531  3.902026  1.484956  -188.028451  -26.302008  0.000000  -1290.495400  
 2.761364  3.748787  1.609269  -451.435014  -33.819760  0.000000  -1290.495400  
 2.502225  3.718738  1.543104  406.207838  32.060227  0.000000  -1290.495400  
 2.387702  3.763052  1.614773  188.695953  34.074839  0.000000  -1290.495400  
 3.504364  3.983565  1.540625  -110.465570  19.896075  0.000000  -1290.495400  
 3.527727  3.784513  1.504968  89.759059  31.496752  0.000000  -1290.495400  
 2.955023  3.845411  1.624166  392.135418  -33.882445  0.000000  -1290.495400  
 3.250671  3.651752  1.568587  -260.430520  -17.802032  0.000000  -1290.495400  
 3.380146  3.881859  1.626310  -192.244634  31.849785  0.000000  -1290.495400  
 3.172852  3.951429  1.649762  -297.982020  21.833579  0.000000  -1290.495400  
 3.372070  3.761832  1.572196  196.801588  -36.954538  0.000000  -1290.495400  
 2.782143  3.875600  1.541476  447.037590  -34.229018  0.000000  -1290.495400  
 3.021297  3.982190  1.494156  -365.478691  -16.221475  0.000000  -1290.495400  
 3.518577  3.993216  1.643885  -98.294550  13.720663  0.000000  -1290.495400  
 3.408523  3.963633  1.597481  -175.754378  24.050133  0.000000  -1290.495400  
 3.533165  3.869065  1.641586  -84.343991  -30.710265  0.000000  -1290.495400  
 3.494859  3.843073  1.656538  118.043600  28.631112  0.000000  -1290.495400  
 3.485697  3.951806  1.530303  125.012845  -25.386674  0.000000  -1290.495400  
 2.699641  3.844691  1.590286  -460.167619  36.379325  0.000000  -1290.495400  
 3.302861  3.945976  1.642023  234.002842  23.636031  0.000000  -1290.495400  
 3.561898  3.789869  1.603014  47.634456  36.395649  0.000000  -1290.495400  
 3.105187  3.978262  1.600195  -329.073302  21.100538  0.000000  -1290.495400  
 3.010999  3.857855  1.489815  369.758031  29.409079  0.000000  -1290.495400  
 3.240455  3.766638  1.562840  -265.477327  37.065539  0.000000  -1290.495400  
 2.714459  3.963809  1.597515  -458.740920  24.017411  0.000000  -1290.495400  
 3.102448  3.990907  1.649184  -330.301308  13.595001  0.000000  -1290.495400  
 3.223856  3.776018  1.649182  273.598189  -27.723725  0.000000  -1290.495400  
 3.543081  3.753062  1.525862  73.593735  -33.231330  0.000000  -1290.495400  
 3.502577  3.966200  1.517374  111.920180  -22.073774  0.000000  -1290.495400  
 3.517634  3.750987  1.603059  -99.139839  -34.725830  0.000000  -1290.495400  
 3.213568  3.917388  1.530655  -278.584491  29.928084  0.000000  -1290.495400  
 3.503080  3.795154  1.543238  -111.512411  36.820056  0.000000  -1290.495400  
 3.415715  3.881935  1.561695  171.437876  34.409061  0.000000  -1290.495400  
 3.467651  3.681272  1.557213  137.974333  -26.863297  0.000000  -1290.495400  
 3.302060  3.917938  1.608361  234.417933  -30.018508  0.000000  -1290.495400  
 3.522297  3.690226  1.601088  94.902073  26.793971  0.000000  -1290.495400  
 3.499666  4.002959  1.623285  114.259936  -13.009527  0.000000  -1290.495400  
 3.306684  3.657929  1.609073  232.020025  -12.630537  0.000000  -1290.495400  
 3.516257  3.930180  1.590050  -100.362852  29.316753  0.000000  -1290.495400  
 3.529513  3.911779  1.492691  88.012467  -26.724647  0.000000  -1290.495400  
 3.388635  3.923206  1.498982  187.393980  -26.425222  0.000000  -1290.495400  
 3.553523  3.957497  1.607767  60.478981  24.659961  0.000000  -1290.495400  
 3.532006  3.928858  1.502004  85.522211  -26.147088  0.000000  -1290.495400  
 2.503439  3.783291  1.614295  -407.226572  35.082207  0.000000  -1290.495400  
 3.375776  4.009287  1.618921  -194.717315  -10.958195  0.000000  -1290.495400  
 3.510433  3.835525  1.584902  105.407129  36.906814  0.000000  -1290.495400  
 3.049181  3.953936  1.550298  353.669540  25.885630  0.000000  -1290.495400  
 2.864797  3.880905  1.637495  -424.162395  -30.633636  0.000000  -1290.495400  
 3.293720  3.708241  1.486679  -238.716672  4.588657  0.000000  -1290.495400  
 2.911072  3.890876  1.524099  -408.464893  31.974565  0.000000  -1290.495400  
 3.310123  3.853995  1.570168  230.229582  36.291491  0.000000  -1290.495400  
 3.111217  3.899340  1.567376  326.361124  -32.970581  0.000000  -1290.495400  
 2.979382  3.834506  1.609678  382.592172  35.603318  0.000000  -1290.495400  
 3.255497  3.740764  1.544416  -258.033077  -34.520308  0.000000  -1290.495400  
 3.554853  3.832583  1.634879  -58.616867  -32.756157  0.000000  -1290.495400  
 3.300078  3.882387  1.573944  -235.442400  -34.432641  0.000000  -1290.495400  
 3.502183  3.705839  1.519455  112.239609  -25.351114  0.000000  -1290.495400  
 3.499132  3.684191  1.637728  114.684812  8.549622  0.000000  -1290.495400  
 3.555875  3.946237  1.508024  57.146299  24.513519  0.000000  -1290.495400  
 3.563603  3.786367  1.570496  44.595381  -37.664597  0.000000  -1290.495400  
 3.119556  4.009162  1.518866  -322.591296  10.607915  0.000000  -1290.495400  
 2.861725  3.764350  1.644815  425.140962  27.856332  0.000000  -1290.495400  
 3.378791  3.990054  1.643336  -193.012968  -14.732154  0.000000  -1290.495400  
 3.124038  3.977407  1.606589  -320.555843  20.993696  0.000000  -1290.495400  
 3.072223  3.947979  1.564503  343.684112  27.068295  0.000000  -1290.495400  
 2.862377  3.905695  1.518511  -424.933938  -30.231304  0.000000  -1290.495400  
 2.792092  3.798123  1.600674  -444.714115  36.680431  0.000000  -1290.495400  
 3.280793  3.725994  1.501190  245.317911  -23.409612  0.000000  -1290.495400  
 3.480868  3.986901  1.536773  128.572930  -18.934809  0.000000  -1290.495400  
 2.505581  3.870177  1.583154  408.989134  35.197450  0.000000  -1290.495400  
 2.735867  3.753579  1.598392  -455.896700  35.353660  0.000000  -1290.495400  
 2.387451  3.650769  1.569430  -187.586260  17.343475  0.000000  -1290.495400  
 2.625196  3.827659  1.509976  -458.932919  -33.285779  0.000000  -1290.495400  
 3.520936  3.798346  1.490844  96.155024  -28.919877  0.000000  -1290.495400  
 2.549814  3.875267  1.551550  437.125653  34.665608  0.000000  -1290.495400  
 3.312172  3.739526  1.600391  -229.159899  34.097239  0.000000  -1290.495400  
 2.888256  3.736963  1.631517  416.418192  28.238196  0.000000  -1290.495400  
 3.563495  3.660140  1.526803  -44.792273  -10.664513  0.000000  -1290.495400  
 3.385622  3.935214  1.639214  -189.123257  -25.413657  0.000000  -1290.495400  
 3.533593  3.697277  1.588698  83.904834  -29.790449  0.000000  -1290.495400  
 3.292640  3.850367  1.583412  -239.271058  36.329194  0.000000  -1290.495400  
 2.785155  3.943380  1.576596  -446.348376  -27.753995  0.000000  -1290.495400  
 3.234948  3.651579  1.584710  268.182034  -16.726718  0.000000  -1290.495400  
 2.916207  3.905687  1.642799  -406.622358  28.113663  0.000000  -1290.495400  
 2.914089  3.988146  1.492482  407.384564  14.409004  0.000000  -1290.495400  
 3.527023  3.965030  1.559096  -90.440172  -24.180459  0.000000  -1290.495400  
 3.227461  3.774847  1.554143  -271.842431  37.048921  0.000000  -1290.495400  
 3.385570  3.765236  1.581544  -189.152714  36.935516  0.000000  -1290.495400  
 3.571132  3.892987  1.575627  -27.571496  33.541121  0.000000  -1290.495400  
 3.401185  3.701853  1.595012  -180.097047  29.941358  0.000000  -1290.495400  
 3.302702  3.931592  1.588264  -234.085223  -29.181655  0.000000  -1290.495400  
 2.410528  3.816907  1.540462  266.164752  -36.593433  0.000000  -1290.495400  
 3.490498  3.882186  1.638601  121.397954  30.410743  0.000000  -1290.495400  
 2.546833  3.803232  1.532681  435.663461  -36.025367  0.000000  -1290.495400  
 2.914924  3.697558  1.599456  -407.084264  -28.575518  0.000000  -1290.495400  
 3.056103  3.864997  1.641237  350.690317  -30.941908  0.000000  -1290.495400  
 3.507164  3.875985  1.597372  -108.155489  -34.332492  0.000000  -1290.495400  
 3.507820  3.939635  1.527385  -107.607835  -26.994094  0.000000  -1290.495400  
 3.004943  3.993036  1.647350  -372.252624  -13.240808  0.000000  -1290.495400  
 2.861363  3.776452  1.489754  -425.255746  -26.940046  0.000000  -1290.495400  
 3.547480  3.711213  1.593445  -68.349432  31.577349  0.000000  -1290.495400  
 3.488609  3.836756  1.595589  -122.830021  36.451680  0.000000  -1290.495400  
 2.641565  3.956247  1.565222  460.595828  25.766763  0.000000  -1290.495400  
 3.174728  3.792622  1.546235  -297.099542  36.988058  0.000000  -1290.495400  
 3.515045  3.831669  1.540336  -101.428909  -36.288698  0.000000  -1290.495400  
 3.507673  4.005131  1.484779  107.731262  -5.744188  0.000000  -1290.495400  
 3.306862  3.874641  1.500499  -231.927147  -30.505075  0.000000  -1290.495400  
 2.915415  3.867793  1.484317  406.907456  28.033809  0.000000  -1290.495400  
 3.010489  3.721427  1.507892  -369.968444  24.943774  0.000000  -1290.495400  
 3.508634  3.910083  1.556284  106.926731  -31.753976  0.000000  -1290.495400  
 2.839055  3.704426  1.622971  432.087303  -24.784155  0.000000  -1290.495400  
 3.494881  3.990074  1.628723  -118.026274  -16.434378  0.000000  -1290.495400  
 3.521404  3.728917  1.547273  -95.725343  33.668336  0.000000  -1290.495400  
 2.544005  4.025277  1.559756  -434.224767  -2.590557  0.000000  -1290.495400  
 3.120141  3.950127  1.558526  322.325902  26.665649  0.000000  -1290.495400  
 3.539162  3.992204  1.609581  77.998963  17.333160  0.000000  -1290.495400  
 3.011437  3.783547  1.554911  -369.576659  37.295488  0.000000  -1290.495400  
 2.882992  3.789843  1.625466  -418.196221  33.749251  0.000000  -1290.495400  
 3.575757  3.749705  1.539395  -3.606665  34.724872  0.000000  -1290.495400  
 3.549117  3.893851  1.622645  -66.301887  31.304268  0.000000  -1290.495400  
 3.482189  3.814916  1.628885  127.606109  33.703045  0.000000  -1290.495400  
 3.169673  3.746848  1.581120  299.474695  35.964872  0.000000  -1290.495400  
 3.313538  3.811061  1.546702  -228.446084  -37.036954  0.000000  -1290.495400  
 3.396285  3.720004  1.616086  182.964493  29.436530  0.000000  -1290.495400  
 3.389443  3.859778  1.549843  -186.928666  35.584210  0.000000  -1290.495400  
 3.473530  3.740753  1.514902  -133.849818  29.938596  0.000000  -1290.495400  
 3.236431  3.793435  1.491104  -267.454862  28.701502  0.000000  -1290.495400  
 3.556204  3.749309  1.489760  -56.665891  23.262835  0.000000  -1290.495400  
 3.511324  3.773123  1.493786  104.648042  -27.861131  0.000000  -1290.495400  
 3.235690  3.822740  1.596384  267.818246  36.787668  0.000000  -1290.495400  
 3.511498  4.020017  1.539813  104.499701  -6.636753  0.000000  -1290.495400  
 3.107446  3.781870  1.509532  -328.058824  32.270808  0.000000  -1290.495400  
 3.514395  3.833745  1.560799  -101.997803  37.065332  0.000000  -1290.495400  
 3.575167  3.775104  1.573763  10.395988  -37.419538  0.000000  -1290.495400  
 2.405006  3.963448  1.606256  -250.643397  -23.712342  0.000000  -1290.495400  
 2.628687  3.702475  1.514079  -459.363658  -22.779744  0.000000  -1290.495400  
 3.313604  3.909932  1.562577  228.411126  -31.874615  0.000000  -1290.495400  
 3.249212  3.933138  1.563821  261.153737  -29.156952  0.000000  -1290.495400  
 3.060904  3.813244  1.490715  348.613569  -29.523727  0.000000  -1290.495400  
 3.177114  3.656596  1.566993  295.976106  -19.878763  0.000000  -1290.495400  
 3.361346  3.668766  1.618664  -202.771125  -13.962931  0.000000  -1290.495400  
 2.370151  3.918834  1.515943  -67.519845  28.684724  0.000000  -1290.495400  
 2.408171  3.814513  1.552304  259.727030  37.264920  0.000000  -1290.495400  
 2.458929  3.901840  1.583431  -359.043595  32.620581  0.000000  -1290.495400  
 3.503108  3.979664  1.489015  -111.489562  16.050152  0.000000  -1290.495400  
 3.283944  3.793463  1.551764  -243.715877  37.295267  0.000000  -1290.495400  
 3.181925  3.821991  1.631352  293.704841  -33.351413  0.000000  -1290.495400  
 2.928422  3.794831  1.537246  -402.166734  -36.358199  0.000000  -1290.495400  
 2.369665  3.940396  1.643054  60.390957  -24.287384  0.000000  -1290.495400  
 2.634205  4.009692  1.538685  -459.959031  -12.046273  0.000000  -1290.495400  
 2.446553  3.832602  1.591462  340.608108  36.774078  0.000000  -1290.495400  
 3.281993  4.007802  1.638593  -244.708405  8.956093  0.000000  -1290.495400  
 2.443424  3.687839  1.561162  335.488401  -28.567820  0.000000  -1290.495400  
 3.513232  3.877932  1.532951  103.007956  33.576781  0.000000  -1290.495400  
 3.408915  3.964317  1.631507  175.520653  -21.786417  0.000000  -1290.495400  
 3.538861  3.839880  1.514127  78.327646  33.646847  0.000000  -1290.495400  
 2.710577  3.773336  1.657917  -459.159715  24.438870  0.000000  -1290.495400  
 3.177758  3.818761  1.546495  -295.672206  36.929325  0.000000  -1290.495400  
 3.546135  3.995955  1.491690  -69.990292  11.833159  0.000000  -1290.495400  
 3.503039  3.792896  1.506395  -111.545727  32.174083  0.000000  -1290.495400  
 3.531650  3.655683  1.562073  85.881462  19.219765  0.000000  -1290.495400  
 2.384188  3.831525  1.528283  172.273202  -35.364452  0.000000  -1290.495400  
 3.104573  3.925957  1.570287  -329.348704  30.101774  0.000000  -1290.495400  
 3.045175  3.839588  1.523762  -355.385164  34.726473  0.000000  -1290.495400  
 3.011764  3.702899  1.516166  -369.441729  23.626288  0.000000  -1290.495400  
 3.354169  3.853120  1.616534  -206.719057  -34.363444  0.000000  -1290.495400  
 2.553583  3.816417  1.486551  438.896333  -28.593139  0.000000  -1290.495400  
 2.596420  3.728341  1.581194  -453.644520  34.440379  0.000000  -1290.495400  
 3.053238  3.675932  1.622217  -351.925585  15.743323  0.000000  -1290.495400  
 2.654932  4.007466  1.491741  461.317721  6.518143  0.000000  -1290.495400  
 3.487219  3.874478  1.557656  123.875781  -34.886481  0.000000  -1290.495400  
 2.624760  3.749826  1.617862  458.876140  32.617305  0.000000  -1290.495400  
 3.215415  3.684317  1.533734  -277.691985  -23.931799  0.000000  -1290.495400  
 3.110601  3.660075  1.541565  -326.638943  17.418665  0.000000  -1290.495400  
 3.324001  3.869022  1.539441  222.942768  34.554706  0.000000  -1290.495400  
 2.499281  3.785924  1.571340  -403.679675  37.657940  0.000000  -1290.495400  
 2.658209  3.776042  1.510300  -461.413389  32.092637  0.000000  -1290.495400  
 3.384646  3.828977  1.598652  189.681110  -36.517727  0.000000  -1290.495400  
 3.068217  3.789511  1.594270  -345.434084  -37.013576  0.000000  -1290.495400  
 3.521250  3.695104  1.632703  95.866752  18.239745  0.000000  -1290.495400  
 3.473555  3.846936  1.597328  133.832055  35.974011  0.000000  -1290.495400  
 3.509808  3.937322  1.628268  -105.937319  -26.242932  0.000000  -1290.495400  
 3.412696  3.678303  1.537480  173.257602  23.108137  0.000000  -1290.495400  
 3.219378  3.672646  1.617159  -275.772642  16.734092  0.000000  -1290.495400  
 3.523354  3.754775  1.552790  -93.919154  -36.113254  0.000000  -1290.495400  
 3.242531  3.918306  1.494957  -264.454777  26.414758  0.000000  -1290.495400  
 3.510822  3.800955  1.545317  -105.076091  36.989017  0.000000  -1290.495400  
 2.427159  3.825291  1.629413  -305.259246  33.616600  0.000000  -1290.495400  
 3.227988  3.839280  1.602437  -271.585428  35.979107  0.000000  -1290.495400  
 2.834794  3.693980  1.598912  433.335683  -27.948887  0.000000  -1290.495400  
 2.899369  3.977264  1.560958  -412.593257  21.826836  0.000000  -1290.495400  
 2.882623  3.985539  1.655809  -418.319759  -13.986879  0.000000  -1290.495400  
 3.540438  4.015484  1.549667  76.588680  -10.007680  0.000000  -1290.495400  
 3.228795  3.797796  1.649059  271.191793  29.327492  0.000000  -1290.495400  
 3.162859  3.638897  1.587527  -302.663220  -5.830647  0.000000  -1290.495400  
 3.363706  3.727872  1.556822  201.465160  34.232219  0.000000  -1290.495400  
 3.387224  3.693177  1.517065  -188.204762  21.273850  0.000000  -1290.495400  
 3.294522  3.933966  1.485430  238.304812  23.267573  0.000000  -1290.495400  
 3.411608  3.894985  1.487166  -173.910539  27.192346  0.000000  -1290.495400  
 3.510697  3.822619  1.508362  -105.182546  -33.066534  0.000000  -1290.495400  
 2.508054  3.700371  1.490586  -410.973046  2.562508  0.000000  -1290.495400  
 2.406182  3.905637  1.517230  254.079686  30.125079  0.000000  -1290.495400  
 2.838968  3.978298  1.531456  -432.112927  20.616520  0.000000  -1290.495400  
 2.860513  3.807623  1.502166  -425.524766  -31.829654  0.000000  -1290.495400  
 2.714268  3.759026  1.488241  458.762276  -24.240005  0.000000  -1290.495400  
 3.415962  3.817937  1.518762  171.288568  34.522459  0.000000  -1290.495400  
 3.238136  4.013953  1.634652  -266.617487  -6.002605  0.000000  -1290.495400  
 2.868039  3.967853  1.491642  423.120228  18.978324  0.000000  -1290.495400  
 2.699114  3.719712  1.588007  460.209629  33.142311  0.000000  -1290.495400  
 3.283332  3.781676  1.578674  -244.027388  -37.505167  0.000000  -1290.495400  
 3.006134  3.861948  1.632435  -371.763140  -32.275647  0.000000  -1290.495400  
 3.186746  3.981944  1.483771  291.421652  14.574322  0.000000  -1290.495400  
 3.574149  3.948161  1.571190  -16.495100  -27.066795  0.000000  -1290.495400  
 3.510697  3.716356  1.619756  -105.182464  28.027343  0.000000  -1290.495400  
 2.673494  3.824388  1.624343  -461.463595  -34.293718  0.000000  -1290.495400  
 2.639465  3.758763  1.546922  460.431985  -35.957365  0.000000  -1290.495400  
 3.109592  3.949437  1.632024  327.093007  24.190200  0.000000  -1290.495400  
 3.158081  4.004753  1.568321  -304.890617  14.723872  0.000000  -1290.495400  
 3.389506  3.971835  1.495079  -186.892238  18.661363  0.000000  -1290.495400  
 3.218179  3.970985  1.525295  -276.353923  21.738908  0.000000  -1290.495400  
 2.837676  3.730545  1.565873  432.493216  34.804698  0.000000  -1290.495400  
 3.281257  3.888557  1.571086  -245.082410  33.940349  0.000000  -1290.495400  
 3.469440  3.994452  1.527469  -136.728624  -16.431365  0.000000  -1290.495400  
 3.540677  3.745988  1.614454  -76.322695  -32.831111  0.000000  -1290.495400  
 3.047012  3.685629  1.620035  354.598892  -20.591421  0.000000  -1290.495400  
 3.061868  3.696173  1.591259  -348.195835  -29.344018  0.000000  -1290.495400  
 3.512856  3.701250  1.586011  -103.332686  -30.686593  0.000000  -1290.495400  
 3.296930  3.678097  1.509520  237.066123  9.851201  0.000000  -1290.495400  
 3.572111  3.955839  1.526176  24.525895  24.494237  0.000000  -1290.495400  
 3.521286  4.008988  1.537493  95.834409  12.258363  0.000000  -1290.495400  
 3.259255  3.705526  1.643239  256.160221  -16.009263  0.000000  -1290.495400  
 3.164084  3.726162  1.550818  302.091351  33.670370  0.000000  -1290.495400  
 2.967639  3.750685  1.573719  -387.232847  36.364079  0.000000  -1290.495400  
 2.539586  3.928592  1.652505  431.872641  -24.468563  0.000000  -1290.495400  
 3.234650  3.869612  1.505271  268.328269  31.416038  0.000000  -1290.495400  
 2.502438  3.904889  1.607465  406.387677  -31.418791  0.000000  -1290.495400  
