  r          R           theta    pr             pR         pt
 3.155153  3.874757  1.557108  306.252231  34.854560  0.000000  -1290.495400  
 3.573264  3.898269  1.624821  20.372623  30.740936  0.000000  -1290.495400  
 2.546688  3.706812  1.595896  435.590605  -30.653308  0.000000  -1290.495400  
 2.700272  3.935957  1.641088  460.116507  -25.103075  0.000000  -1290.495400  
 3.471807  3.979259  1.509088  135.067978  18.699426  0.000000  -1290.495400  
 2.748233  3.796744  1.605054  -453.869565  36.319944  0.000000  -1290.495400  
 3.105706  3.701899  1.612522  328.840321  -27.002131  0.000000  -1290.495400  
 3.410734  3.740370  1.511552  -174.433790  29.084715  0.000000  -1290.495400  
 2.622590  3.857153  1.648199  458.583352  -30.086690  0.000000  -1290.495400  
 3.008657  3.953410  1.635959  -370.724608  23.187657  0.000000  -1290.495400  
 3.290533  3.762722  1.552149  -240.351201  36.488932  0.000000  -1290.495400  
 3.525650  3.848021  1.567197  91.754803  36.576208  0.000000  -1290.495400  
 3.552163  3.726480  1.608087  62.329966  -31.749755  0.000000  -1290.495400  
 3.376736  3.870315  1.631908  194.175306  -31.932767  0.000000  -1290.495400  
 3.561561  3.868006  1.624754  -48.213404  -32.850143  0.000000  -1290.495400  
 3.483861  3.678414  1.601504  126.374791  -23.717950  0.000000  -1290.495400  
 2.871191  3.786176  1.535625  -422.098386  -36.058312  0.000000  -1290.495400  
 3.561683  3.746353  1.516351  -48.005413  -30.890042  0.000000  -1290.495400  
 3.404530  3.813753  1.656164  178.124846  28.201694  0.000000  -1290.495400  
 3.551602  3.693915  1.537783  63.078820  27.116821  0.000000  -1290.495400  
 2.715101  3.852484  1.593012  -458.668732  35.917017  0.000000  -1290.495400  
 3.543788  3.806683  1.650269  72.773893  29.436727  0.000000  -1290.495400  
 3.571775  3.944093  1.555863  -25.610116  -27.523440  0.000000  -1290.495400  
 2.752933  3.896589  1.628094  -453.030372  30.569523  0.000000  -1290.495400  
 3.499100  3.953811  1.551879  114.710340  -25.947232  0.000000  -1290.495400  
 3.569199  3.828488  1.635315  32.774168  -32.723386  0.000000  -1290.495400  
 3.511022  3.685697  1.544658  -104.906320  -26.434670  0.000000  -1290.495400  
 3.522865  3.882663  1.561246  94.374964  34.345670  0.000000  -1290.495400  
 3.483763  3.858114  1.637971  126.447654  -31.689729  0.000000  -1290.495400  
 3.297330  3.767872  1.614109  236.860068  -34.444131  0.000000  -1290.495400  
 3.507280  3.733263  1.599987  108.058780  33.551369  0.000000  -1290.495400  
 2.406449  4.017903  1.605780  254.848824  -7.734968  0.000000  -1290.495400  
 2.956635  3.772316  1.585106  391.513892  37.069386  0.000000  -1290.495400  
 3.547523  3.896283  1.518770  -68.296444  -31.088084  0.000000  -1290.495400  
 3.507268  3.821282  1.559362  108.068429  -37.374570  0.000000  -1290.495400  
 2.396587  3.929995  1.631797  -223.571134  -26.839911  0.000000  -1290.495400  
 3.537362  3.635083  1.562701  79.949076  -1.227695  0.000000  -1290.495400  
 2.588332  3.908098  1.520834  -451.545899  30.195476  0.000000  -1290.495400  
 3.311130  3.854619  1.642827  -229.704203  -31.068521  0.000000  -1290.495400  
 2.964177  3.731192  1.567627  388.587022  34.890196  0.000000  -1290.495400  
 3.516241  3.748691  1.565629  -100.376664  36.212506  0.000000  -1290.495400  
 3.486001  3.686207  1.563909  124.786507  28.351842  0.000000  -1290.495400  
 3.574864  3.997631  1.588019  -12.524740  -16.720545  0.000000  -1290.495400  
 2.838405  3.789099  1.540904  432.278924  36.568775  0.000000  -1290.495400  
 2.834162  3.999410  1.616639  433.519260  14.775774  0.000000  -1290.495400  
 2.524362  3.773789  1.541690  -422.738242  -36.224636  0.000000  -1290.495400  
 3.516654  3.734291  1.585674  -100.011739  -34.794101  0.000000  -1290.495400  
 2.377437  4.008245  1.647633  133.747863  6.655568  0.000000  -1290.495400  
 2.408444  3.656788  1.545260  260.485271  16.885188  0.000000  -1290.495400  
 2.994024  3.705551  1.595593  -376.707756  30.487549  0.000000  -1290.495400  
 3.515807  3.743621  1.645356  100.759555  24.854746  0.000000  -1290.495400  
 2.721455  3.770013  1.654530  -457.909086  25.300904  0.000000  -1290.495400  
 2.543769  3.855628  1.577576  434.102412  36.163932  0.000000  -1290.495400  
 3.525755  3.869807  1.525149  -91.655440  -33.520391  0.000000  -1290.495400  
 2.439237  3.815318  1.643970  328.312274  -31.098055  0.000000  -1290.495400  
 2.737729  3.915858  1.582984  455.608691  31.176239  0.000000  -1290.495400  
 3.536674  3.852082  1.519368  -80.684223  -33.855328  0.000000  -1290.495400  
 2.782695  3.806870  1.572497  446.912147  -37.723924  0.000000  -1290.495400  
 2.910975  3.851003  1.487492  408.499390  29.088946  0.000000  -1290.495400  
 2.393805  3.867486  1.647955  -213.485181  -29.775334  0.000000  -1290.495400  
 3.085017  3.735709  1.630535  -338.057300  -28.324212  0.000000  -1290.495400  
 3.105560  3.844969  1.588515  -328.906004  36.430267  0.000000  -1290.495400  
 3.510437  3.768721  1.497087  105.403896  28.395851  0.000000  -1290.495400  
 2.628146  3.947465  1.540866  -459.299700  -26.568109  0.000000  -1290.495400  
 3.536204  3.831389  1.624536  -81.182560  34.178867  0.000000  -1290.495400  
 3.391061  3.901504  1.651116  185.995573  27.261333  0.000000  -1290.495400  
 3.520531  3.910766  1.641109  96.525329  27.871472  0.000000  -1290.495400  
 3.471958  3.813876  1.539407  -134.961800  -36.553432  0.000000  -1290.495400  
 3.385019  3.874613  1.614549  -189.468094  -33.376380  0.000000  -1290.495400  
 3.542443  3.962894  1.497010  74.326131  -20.616935  0.000000  -1290.495400  
 3.511404  3.883749  1.656910  -104.579428  27.423088  0.000000  -1290.495400  
 3.242819  3.949986  1.623586  -264.312860  -24.837608  0.000000  -1290.495400  
 2.403603  3.749164  1.498097  -246.442661  26.370408  0.000000  -1290.495400  
 3.374571  3.662697  1.572733  195.395969  22.196154  0.000000  -1290.495400  
 2.531629  3.964177  1.619819  -427.305792  22.772445  0.000000  -1290.495400  
 2.380563  3.727815  1.627464  153.014137  -27.960700  0.000000  -1290.495400  
 3.364023  3.918104  1.640859  201.289340  -27.181253  0.000000  -1290.495400  
 3.503653  3.825698  1.539935  111.046187  36.408362  0.000000  -1290.495400  
 3.501578  3.928899  1.511977  112.727865  27.180077  0.000000  -1290.495400  
 2.394960  3.777103  1.564515  217.754245  -37.431297  0.000000  -1290.495400  
 3.052333  3.901749  1.525066  -352.315086  31.119982  0.000000  -1290.495400  
 2.592780  3.982730  1.531688  -452.735942  19.649416  0.000000  -1290.495400  
 3.546012  3.810447  1.583899  -70.138316  -37.502166  0.000000  -1290.495400  
 3.564650  3.913584  1.645643  -42.625680  27.014282  0.000000  -1290.495400  
 2.495150  3.935057  1.532300  -399.987176  -27.899696  0.000000  -1290.495400  
 3.474998  3.796129  1.546191  132.806419  -37.018242  0.000000  -1290.495400  
 3.219475  3.804818  1.496514  275.725806  30.579107  0.000000  -1290.495400  
 3.013283  3.847897  1.560943  -368.812755  -36.503786  0.000000  -1290.495400  
 3.203430  3.747645  1.638681  -283.463488  27.671572  0.000000  -1290.495400  
 3.470217  3.714837  1.484497  -136.184587  7.458653  0.000000  -1290.495400  
 3.116758  3.944701  1.546790  323.858759  27.195629  0.000000  -1290.495400  
 2.717488  3.977346  1.564559  -458.392780  -21.847633  0.000000  -1290.495400  
 3.310192  3.819928  1.626115  230.193465  34.093054  0.000000  -1290.495400  
 3.294382  3.691492  1.543959  238.376925  27.622953  0.000000  -1290.495400  
 2.468648  3.857268  1.580376  -371.740231  36.033884  0.000000  -1290.495400  
 3.394565  3.952771  1.653814  183.965452  21.036868  0.000000  -1290.495400  
 3.529654  3.716366  1.636650  -87.872456  22.734047  0.000000  -1290.495400  
 3.143779  3.782515  1.569537  311.516096  -37.599505  0.000000  -1290.495400  
 2.579110  3.652138  1.533880  448.788005  -8.752453  0.000000  -1290.495400  
 2.944519  3.815680  1.592528  -396.147931  -37.105524  0.000000  -1290.495400  
 2.741693  3.657842  1.592289  -454.974990  -18.335743  0.000000  -1290.495400  
 3.574461  3.717883  1.594209  -14.894441  32.404507  0.000000  -1290.495400  
 2.374050  3.717327  1.567066  108.497239  33.422259  0.000000  -1290.495400  
 3.503374  3.985701  1.657039  -111.273253  13.710261  0.000000  -1290.495400  
 3.397108  3.716108  1.501436  -182.484818  21.154197  0.000000  -1290.495400  
 3.522249  3.819338  1.531782  -94.946369  -35.889027  0.000000  -1290.495400  
 3.318829  3.745329  1.541476  -225.670339  -34.608135  0.000000  -1290.495400  
 2.713625  3.821081  1.571427  458.833523  -37.516202  0.000000  -1290.495400  
 3.525906  3.831655  1.495732  91.511197  -30.879725  0.000000  -1290.495400  
 3.521332  3.876164  1.559777  -95.791803  34.809049  0.000000  -1290.495400  
 2.376679  3.661757  1.539107  -128.576073  -17.448422  0.000000  -1290.495400  
 3.531042  3.904437  1.507678  86.492520  -29.291056  0.000000  -1290.495400  
 2.710641  3.896609  1.638084  -459.153043  29.462062  0.000000  -1290.495400  
 3.561010  3.769339  1.637858  49.147188  -30.191600  0.000000  -1290.495400  
 3.517475  3.877615  1.495814  99.282005  29.653080  0.000000  -1290.495400  
 3.180782  3.859434  1.639376  294.245287  -31.437331  0.000000  -1290.495400  
 3.103560  3.720830  1.636875  -329.803018  23.668861  0.000000  -1290.495400  
 3.515134  3.827828  1.633327  101.351586  -33.032291  0.000000  -1290.495400  
 3.506471  3.718644  1.582635  108.730333  -33.327018  0.000000  -1290.495400  
 3.411405  3.960137  1.537770  174.031790  24.404353  0.000000  -1290.495400  
 3.496897  3.695012  1.535168  -116.450463  26.852341  0.000000  -1290.495400  
 3.465723  3.692911  1.542171  139.307773  27.649591  0.000000  -1290.495400  
 3.366040  3.965336  1.599905  -200.169086  -23.652572  0.000000  -1290.495400  
 2.578620  4.007832  1.645517  -448.630266  -7.472623  0.000000  -1290.495400  
 2.949162  3.773903  1.515728  -394.382269  -32.970844  0.000000  -1290.495400  
 3.516794  3.954274  1.585916  -99.887369  -25.958458  0.000000  -1290.495400  
 2.409056  3.869774  1.640938  262.175071  30.771501  0.000000  -1290.495400  
 3.499465  3.691480  1.635924  114.419960  -14.803175  0.000000  -1290.495400  
 2.855948  3.721079  1.647574  -426.958022  18.768685  0.000000  -1290.495400  
 3.352475  3.814521  1.591807  -207.645261  -37.155091  0.000000  -1290.495400  
 3.379017  3.807587  1.506023  -192.884821  32.539971  0.000000  -1290.495400  
 2.401278  3.879256  1.556835  -239.229001  -34.521722  0.000000  -1290.495400  
 2.501373  4.000007  1.655582  -405.484800  -9.003918  0.000000  -1290.495400  
 3.172844  3.971907  1.531751  297.986008  -21.945227  0.000000  -1290.495400  
 3.492980  3.693108  1.527598  -119.497759  24.657624  0.000000  -1290.495400  
 3.505456  3.885826  1.611655  109.568768  -32.799916  0.000000  -1290.495400  
 2.588700  3.913002  1.526916  -451.647705  30.154919  0.000000  -1290.495400  
 3.104945  3.903505  1.522738  -329.181623  30.781622  0.000000  -1290.495400  
 2.959329  3.839447  1.490894  -390.472079  -29.902448  0.000000  -1290.495400  
 3.156402  3.718364  1.580244  -305.671792  33.395250  0.000000  -1290.495400  
 3.166057  3.991866  1.483744  -301.168688  11.651105  0.000000  -1290.495400  
 3.509046  3.815106  1.524146  106.580179  -35.164634  0.000000  -1290.495400  
 3.416627  3.990266  1.566962  170.886309  -18.901828  0.000000  -1290.495400  
 3.165009  3.796292  1.646976  -301.658673  -29.769251  0.000000  -1290.495400  
 2.463201  3.724157  1.641312  364.801893  22.629751  0.000000  -1290.495400  
 3.224313  3.826190  1.582117  -273.376026  37.261077  0.000000  -1290.495400  
 3.002050  3.835048  1.637535  373.438495  32.316552  0.000000  -1290.495400  
 3.166647  3.959865  1.580752  300.892595  -25.114467  0.000000  -1290.495400  
 2.394205  3.838489  1.597932  214.974468  36.270944  0.000000  -1290.495400  
 3.545045  3.907354  1.558292  71.295020  32.076032  0.000000  -1290.495400  
 3.500454  4.020492  1.550307  113.630038  -7.073404  0.000000  -1290.495400  
 3.398234  3.685652  1.509801  181.827210  14.753915  0.000000  -1290.495400  
 2.397566  3.694967  1.636686  226.969323  15.886204  0.000000  -1290.495400  
 3.317278  3.912634  1.592698  226.485548  31.286446  0.000000  -1290.495400  
 2.883504  3.971573  1.516051  418.024168  -20.941808  0.000000  -1290.495400  
 3.230779  3.986407  1.629048  270.222959  17.349791  0.000000  -1290.495400  
 3.476655  3.743485  1.590648  131.621273  -35.252655  0.000000  -1290.495400  
 3.371096  3.750914  1.636899  197.347459  -28.590769  0.000000  -1290.495400  
 3.249483  3.856002  1.583157  261.019211  -36.047831  0.000000  -1290.495400  
 2.389186  3.952883  1.579926  -195.114678  26.277422  0.000000  -1290.495400  
 2.884642  4.017868  1.599946  417.641094  8.239170  0.000000  -1290.495400  
 2.683618  3.772897  1.607035  461.158248  -35.524005  0.000000  -1290.495400  
 2.921975  3.765282  1.483949  404.530680  23.429845  0.000000  -1290.495400  
 2.399762  3.940797  1.601755  -234.336321  -27.491217  0.000000  -1290.495400  
 2.409608  3.999227  1.590338  263.682493  16.189006  0.000000  -1290.495400  
 2.391688  3.702646  1.576288  -205.338512  -31.376902  0.000000  -1290.495400  
 3.513209  3.831627  1.508131  103.027285  -32.978698  0.000000  -1290.495400  
 2.385440  3.868723  1.499256  178.342795  30.614746  0.000000  -1290.495400  
 2.718924  3.889576  1.632424  458.221347  30.658191  0.000000  -1290.495400  
 3.518514  3.840177  1.577184  -98.351457  36.888752  0.000000  -1290.495400  
 3.472567  3.783683  1.553502  -134.531870  37.237575  0.000000  -1290.495400  
 2.713460  3.971848  1.485407  -458.851699  17.210612  0.000000  -1290.495400  
 3.385832  3.706445  1.541976  189.002685  -30.126853  0.000000  -1290.495400  
 2.945729  3.928944  1.500354  -395.688952  25.943278  0.000000  -1290.495400  
 3.354288  3.897694  1.628448  -206.653532  30.442869  0.000000  -1290.495400  
 3.161650  3.980111  1.578840  303.227856  -21.240767  0.000000  -1290.495400  
 2.499975  4.009121  1.549917  404.282901  -12.802935  0.000000  -1290.495400  
 3.062270  3.861523  1.551711  348.021114  35.551645  0.000000  -1290.495400  
 3.557879  3.748213  1.558237  -54.156686  -35.972971  0.000000  -1290.495400  
 2.741849  3.799420  1.498870  454.949450  30.894009  0.000000  -1290.495400  
 3.484557  3.958444  1.618257  125.859580  -23.875938  0.000000  -1290.495400  
 3.560264  3.787460  1.550773  50.382623  37.173269  0.000000  -1290.495400  
 3.313055  4.006719  1.631729  -228.698460  10.553287  0.000000  -1290.495400  
 3.490070  4.015139  1.571671  121.723873  -10.624095  0.000000  -1290.495400  
 3.515429  3.820286  1.648032  101.092198  30.339750  0.000000  -1290.495400  
 3.570805  3.750410  1.557513  28.516893  -36.083427  0.000000  -1290.495400  
 2.920972  3.792958  1.512649  -404.895973  -33.292626  0.000000  -1290.495400  
 2.385406  3.815330  1.563216  178.184029  37.563635  0.000000  -1290.495400  
 2.408741  3.809003  1.510064  261.307246  33.243674  0.000000  -1290.495400  
 3.321373  3.687556  1.575531  224.330567  -28.698997  0.000000  -1290.495400  
 3.477588  3.945242  1.493766  -130.950466  23.010240  0.000000  -1290.495400  
 2.735799  3.653763  1.608022  455.907133  10.067851  0.000000  -1290.495400  
 3.520967  3.760760  1.504344  -96.126874  29.568528  0.000000  -1290.495400  
 3.014021  3.778070  1.507873  -368.507004  31.729255  0.000000  -1290.495400  
 2.402055  3.897900  1.561410  241.675117  -33.047227  0.000000  -1290.495400  
 2.899623  3.760237  1.616543  -412.504650  33.634846  0.000000  -1290.495400  
 2.986840  3.882385  1.501131  379.608466  30.150228  0.000000  -1290.495400  
 3.200212  3.746897  1.592494  285.005555  -35.375233  0.000000  -1290.495400  
 2.507017  3.744500  1.590823  -410.147566  -35.316942  0.000000  -1290.495400  
 3.500137  3.868020  1.568160  113.883663  35.463069  0.000000  -1290.495400  
 3.294774  3.677697  1.552661  238.175505  25.536175  0.000000  -1290.495400  
 3.386107  4.017943  1.596180  188.845448  8.445416  0.000000  -1290.495400  
 3.169998  3.927216  1.495605  -299.321959  -25.545713  0.000000  -1290.495400  
 3.514309  3.954735  1.549287  -102.072818  25.728251  0.000000  -1290.495400  
 2.789012  3.868944  1.514472  -445.447768  32.549998  0.000000  -1290.495400  
 2.748803  3.738366  1.610192  -453.769764  -32.755639  0.000000  -1290.495400  
 2.455553  3.893801  1.592940  -354.284278  -33.105887  0.000000  -1290.495400  
 3.465083  3.755295  1.539651  -139.749024  -35.129686  0.000000  -1290.495400  
 3.394653  3.642152  1.596329  -183.914485  -4.999279  0.000000  -1290.495400  
 2.427718  3.911324  1.643688  -306.412371  27.489037  0.000000  -1290.495400  
 3.156179  3.758108  1.489989  -305.775360  24.782510  0.000000  -1290.495400  
 3.559816  3.908554  1.581612  -51.112988  -31.981864  0.000000  -1290.495400  
 3.396237  3.838794  1.535808  -182.992547  35.770609  0.000000  -1290.495400  
 2.494421  3.900277  1.568880  399.318106  32.887801  0.000000  -1290.495400  
 3.531448  3.731883  1.627865  86.085340  28.472393  0.000000  -1290.495400  
 3.500542  3.729135  1.513352  -113.559856  -27.959630  0.000000  -1290.495400  
 2.449619  3.799178  1.550675  -345.436332  37.276490  0.000000  -1290.495400  
 3.531063  3.676507  1.562482  -86.471656  26.043710  0.000000  -1290.495400  
 3.399894  3.989354  1.554075  180.854633  -18.948691  0.000000  -1290.495400  
 2.434428  3.826999  1.578354  319.577990  -37.312504  0.000000  -1290.495400  
 3.295122  3.932132  1.520166  -237.996625  27.477225  0.000000  -1290.495400  
 3.052140  3.935692  1.584929  352.398408  -28.714627  0.000000  -1290.495400  
 3.480081  3.724629  1.515268  129.146221  27.753134  0.000000  -1290.495400  
 3.505720  3.935079  1.653652  109.351278  -23.525282  0.000000  -1290.495400  
 2.747655  3.768864  1.513125  -453.970197  -32.180160  0.000000  -1290.495400  
 3.548899  3.854433  1.514060  -66.577500  -33.179507  0.000000  -1290.495400  
 2.913880  3.980471  1.643514  -407.459625  -17.169169  0.000000  -1290.495400  
 3.233097  3.675051  1.558019  269.089069  -25.366586  0.000000  -1290.495400  
 3.382988  3.720111  1.616382  190.628027  29.391415  0.000000  -1290.495400  
 3.520029  3.889315  1.493167  96.982559  28.552326  0.000000  -1290.495400  
 3.498486  3.768906  1.623976  115.197139  -33.000512  0.000000  -1290.495400  
 3.112376  3.866116  1.629404  -325.838738  32.442761  0.000000  -1290.495400  
 3.062947  3.719627  1.505962  347.727611  23.876274  0.000000  -1290.495400  
 2.990473  3.810983  1.566647  378.144724  -37.667819  0.000000  -1290.495400  
 3.006173  3.817992  1.577601  371.747045  -37.529821  0.000000  -1290.495400  
 3.433255  3.917899  1.508807  160.632604  28.106493  0.000000  -1290.495400  
 3.555914  3.802896  1.529603  57.090046  -35.722598  0.000000  -1290.495400  
 3.294152  3.801343  1.492264  238.494920  -29.436207  0.000000  -1290.495400  
 2.926065  3.938033  1.644208  -403.034256  -24.457439  0.000000  -1290.495400  
 2.371837  3.764843  1.606820  -87.760433  35.170305  0.000000  -1290.495400  
 2.445510  3.676642  1.626131  -338.924588  13.761306  0.000000  -1290.495400  
 3.524936  4.022033  1.544590  92.432382  -5.394731  0.000000  -1290.495400  
 2.953785  3.759297  1.496345  392.611534  27.143707  0.000000  -1290.495400  
 2.953973  4.010717  1.546649  -392.539215  12.035747  0.000000  -1290.495400  
 3.122399  3.822854  1.597134  -321.301184  -36.743661  0.000000  -1290.495400  
 3.161469  3.919770  1.613463  -303.312241  29.506106  0.000000  -1290.495400  
 3.480180  3.799578  1.655517  129.074279  27.668639  0.000000  -1290.495400  
 3.552154  3.998823  1.509557  62.341855  -13.491375  0.000000  -1290.495400  
 3.242148  3.987182  1.537396  264.643322  18.896582  0.000000  -1290.495400  
 3.408870  3.731486  1.499787  175.547440  23.988059  0.000000  -1290.495400  
 3.502830  3.790862  1.607435  -111.715884  36.018180  0.000000  -1290.495400  
 3.511357  3.791542  1.555143  104.620282  -37.421762  0.000000  -1290.495400  
 3.565197  3.670150  1.606511  41.561436  -19.721458  0.000000  -1290.495400  
 3.057661  3.725483  1.533311  350.017344  -31.596167  0.000000  -1290.495400  
 2.793685  3.905222  1.502841  -444.329563  28.664446  0.000000  -1290.495400  
 3.563730  3.680403  1.532188  -44.360102  -22.392377  0.000000  -1290.495400  
 3.219922  4.019464  1.567123  -275.509095  -8.281102  0.000000  -1290.495400  
 2.622416  3.901757  1.525587  458.559185  -31.157637  0.000000  -1290.495400  
 2.552638  3.660596  1.621191  438.460253  3.789902  0.000000  -1290.495400  
 3.534923  3.775803  1.645978  82.528216  28.632287  0.000000  -1290.495400  
 2.704560  3.828136  1.541929  459.746239  36.478654  0.000000  -1290.495400  
 2.468673  3.965807  1.575257  -371.771093  24.115561  0.000000  -1290.495400  
 2.997467  3.700724  1.554637  -375.308899  -30.529561  0.000000  -1290.495400  
 3.054489  3.938871  1.596873  -351.386852  -27.951995  0.000000  -1290.495400  
 3.173092  3.999829  1.491579  -297.869382  10.349397  0.000000  -1290.495400  
 3.008947  3.808374  1.644723  370.605099  -30.772039  0.000000  -1290.495400  
 3.509724  3.927003  1.617938  -106.007774  -28.364827  0.000000  -1290.495400  
 2.923128  3.741879  1.547409  404.109867  -34.868807  0.000000  -1290.495400  
 2.495162  3.995657  1.499218  -399.998535  -13.172072  0.000000  -1290.495400  
 3.513450  3.846435  1.559328  -102.818892  -36.538368  0.000000  -1290.495400  
 3.246336  3.749828  1.501096  262.576566  -27.415463  0.000000  -1290.495400  
 2.463052  3.772803  1.644356  364.606433  -28.817724  0.000000  -1290.495400  
 3.195420  3.858579  1.520126  287.295324  33.654508  0.000000  -1290.495400  
 3.245104  3.885710  1.626434  -263.185596  -31.569851  0.000000  -1290.495400  
 3.512009  3.823345  1.636691  -104.061654  -32.513817  0.000000  -1290.495400  
 2.574777  3.793514  1.607097  -447.350786  -36.095256  0.000000  -1290.495400  
 3.298760  3.987603  1.522409  -236.122963  -17.884307  0.000000  -1290.495400  
 3.400602  3.731089  1.504979  180.439170  -25.779253  0.000000  -1290.495400  
 3.554926  3.845568  1.493529  -58.511758  -30.359788  0.000000  -1290.495400  
 3.537909  3.867604  1.580358  -79.360608  35.417911  0.000000  -1290.495400  
 3.486412  3.853042  1.545204  -124.479471  35.740011  0.000000  -1290.495400  
 3.533750  3.925987  1.484752  -83.743549  -24.072631  0.000000  -1290.495400  
 3.222056  3.801910  1.489062  -274.473008  -28.636625  0.000000  -1290.495400  
 2.743604  3.801226  1.535474  454.659524  36.265397  0.000000  -1290.495400  
 3.026029  3.820977  1.524239  363.496713  35.136307  0.000000  -1290.495400  
 3.553006  3.943001  1.652154  61.188041  22.716610  0.000000  -1290.495400  
 2.589311  3.938404  1.510207  -451.815431  -25.812744  0.000000  -1290.495400  
 3.018349  3.876321  1.570809  -366.708327  34.897894  0.000000  -1290.495400  
 3.520015  3.951558  1.517773  -96.994679  24.577766  0.000000  -1290.495400  
 3.039426  3.788385  1.550593  357.836401  37.178209  0.000000  -1290.495400  
 3.536667  3.798272  1.588378  80.691856  -37.388252  0.000000  -1290.495400  
 2.539911  3.809845  1.657356  432.050227  -27.702802  0.000000  -1290.495400  
 3.173167  3.658609  1.581046  -297.834188  20.284205  0.000000  -1290.495400  
 2.953564  3.957779  1.494287  -392.696424  -21.149745  0.000000  -1290.495400  
 2.819354  3.730961  1.644856  437.695741  -22.631853  0.000000  -1290.495400  
 3.107446  3.970536  1.638725  328.058656  -19.874109  0.000000  -1290.495400  
 3.546411  3.741879  1.595351  69.656534  -34.772857  0.000000  -1290.495400  
 3.425994  3.732272  1.572687  -165.156723  34.999967  0.000000  -1290.495400  
 2.732391  3.769191  1.497903  -456.417628  28.670230  0.000000  -1290.495400  
 2.951081  3.910450  1.624658  393.648551  29.637449  0.000000  -1290.495400  
 2.675297  3.731176  1.489627  -461.428275  19.188359  0.000000  -1290.495400  
 2.548907  3.961571  1.595711  -436.686598  24.474636  0.000000  -1290.495400  
 3.063013  3.849136  1.527341  -347.698944  34.729127  0.000000  -1290.495400  
 3.542783  3.833569  1.584495  -73.937179  -36.983847  0.000000  -1290.495400  
 2.398040  3.731781  1.501548  -228.590207  24.708041  0.000000  -1290.495400  
 3.284523  3.983974  1.492339  243.420638  -15.504842  0.000000  -1290.495400  
 2.921948  3.746453  1.491250  404.540568  23.377564  0.000000  -1290.495400  
 3.520438  3.810039  1.571184  -96.610032  -37.697446  0.000000  -1290.495400  
 2.400602  4.023629  1.595738  237.066955  -3.756859  0.000000  -1290.495400  
 2.854220  3.794404  1.525164  -427.495495  -35.114336  0.000000  -1290.495400  
 2.661742  4.021067  1.585033  -461.482122  6.960630  0.000000  -1290.495400  
 2.839887  3.885609  1.495639  431.841130  -29.165652  0.000000  -1290.495400  
 2.406693  3.798052  1.628620  255.551169  33.492500  0.000000  -1290.495400  
 3.156192  3.980993  1.504828  305.769281  17.858090  0.000000  -1290.495400  
 3.554047  3.929957  1.635882  -59.751513  26.427784  0.000000  -1290.495400  
 3.570632  3.921735  1.599337  29.004273  -30.027964  0.000000  -1290.495400  
 3.538176  3.751925  1.529650  -79.072570  33.701445  0.000000  -1290.495400  
 2.454517  3.738366  1.537237  -352.784934  -33.541452  0.000000  -1290.495400  
 2.377108  3.873905  1.597063  -131.530539  -34.489888  0.000000  -1290.495400  
 3.109912  3.681944  1.535108  326.948970  23.603698  0.000000  -1290.495400  
 3.381401  3.714665  1.645513  191.531408  17.929732  0.000000  -1290.495400  
 2.837078  4.015514  1.610300  432.668929  8.741911  0.000000  -1290.495400  
 2.494367  3.691723  1.614416  399.267739  -24.191868  0.000000  -1290.495400  
 3.484116  3.742485  1.652775  126.186562  21.503322  0.000000  -1290.495400  
 3.509661  3.834906  1.636864  -106.061577  32.423753  0.000000  -1290.495400  
 2.385163  3.991938  1.580822  177.023702  18.415553  0.000000  -1290.495400  
 3.311724  3.736361  1.513418  229.394312  -29.023074  0.000000  -1290.495400  
 3.221248  3.792051  1.498211  274.865463  30.406627  0.000000  -1290.495400  
 3.148830  3.994881  1.558207  309.183572  -17.591973  0.000000  -1290.495400  
 3.298904  3.711044  1.634454  -236.048639  -22.308085  0.000000  -1290.495400  
 2.602081  3.702902  1.604325  454.945013  28.802489  0.000000  -1290.495400  
 3.452158  3.907525  1.499067  148.459890  -27.987493  0.000000  -1290.495400  
 2.669686  3.827467  1.626162  -461.510250  34.031699  0.000000  -1290.495400  
 2.451257  3.959594  1.572308  -347.942816  25.224118  0.000000  -1290.495400  
 3.508987  3.666341  1.581302  106.629603  23.001212  0.000000  -1290.495400  
 2.452888  3.894839  1.627013  -350.388497  30.818415  0.000000  -1290.495400  
 2.867953  3.890721  1.624881  423.148094  31.347918  0.000000  -1290.495400  
 2.710385  3.803247  1.543307  -459.179591  -36.865638  0.000000  -1290.495400  
 2.876147  3.799994  1.587762  420.473843  -37.417280  0.000000  -1290.495400  
 3.563221  3.809883  1.545532  45.291927  -36.980635  0.000000  -1290.495400  
 3.400397  3.829841  1.628500  -180.559856  33.697259  0.000000  -1290.495400  
 2.395863  3.653144  1.535478  -221.007418  -10.749650  0.000000  -1290.495400  
 3.063304  3.764096  1.647718  -347.572574  26.928663  0.000000  -1290.495400  
 3.059338  3.749084  1.529217  349.291842  33.413063  0.000000  -1290.495400  
 3.125301  4.001267  1.600408  -319.981345  -15.183253  0.000000  -1290.495400  
 3.565612  3.880158  1.637405  -40.734875  30.690823  0.000000  -1290.495400  
 3.362197  3.958248  1.534606  202.300995  -24.574135  0.000000  -1290.495400  
 2.875224  3.910769  1.578591  420.777973  31.791368  0.000000  -1290.495400  
 3.165030  3.996177  1.568619  -301.649060  -17.342804  0.000000  -1290.495400  
